,Date,Close,roe,roa,earningPerShare,debtOnEquity,bookValuePerShare,grossProfitMargin,operatingProfitMargin,assetOnEquity,payableOnEquity
273,2008-02-14,7190.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
274,2008-02-15,7138.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
275,2008-02-18,6826.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
276,2008-02-19,6826.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
277,2008-02-20,6565.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
278,2008-02-21,6252.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
279,2008-02-22,5940.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
280,2008-02-25,6200.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
281,2008-02-26,6305.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
282,2008-02-27,6513.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
283,2008-02-28,6357.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
284,2008-02-29,6096.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
285,2008-03-03,5836.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
286,2008-03-04,5575.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
287,2008-03-05,5315.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
288,2008-03-06,5575.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
289,2008-03-07,5836.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
290,2008-03-10,6096.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
291,2008-03-11,6148.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
292,2008-03-12,6252.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
293,2008-03-13,6357.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
294,2008-03-14,6409.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
295,2008-03-17,6096.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
296,2008-03-18,5836.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
297,2008-03-19,5940.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
298,2008-03-20,6148.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
299,2008-03-21,5888.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
300,2008-03-24,5627.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
301,2008-03-25,5367.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
302,2008-03-26,5523.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
303,2008-03-27,5575.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
304,2008-03-28,5627.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
305,2008-03-31,5679.0,0.222,0.176,456.0,0.1,2198.0,0.306,0.162,1.3,0.3
306,2008-04-01,5731.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
307,2008-04-02,5783.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
308,2008-04-03,5836.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
309,2008-04-04,5888.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
310,2008-04-07,6045.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
311,2008-04-08,6151.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
312,2008-04-09,6256.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
313,2008-04-10,6361.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
314,2008-04-11,6466.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
315,2008-04-16,6361.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
316,2008-04-17,6413.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
317,2008-04-18,6519.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
318,2008-04-21,6624.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
319,2008-04-22,6729.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
320,2008-04-23,6624.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
321,2008-04-24,6729.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
322,2008-04-25,6834.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
323,2008-04-28,6939.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
324,2008-04-29,7044.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
325,2008-05-05,7149.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
326,2008-05-06,7254.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
327,2008-05-07,7149.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
328,2008-05-08,7044.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
329,2008-05-09,6939.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
330,2008-05-12,6834.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
331,2008-05-13,6729.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
332,2008-05-14,6624.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
333,2008-05-15,6519.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
334,2008-05-16,6413.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
335,2008-05-19,6308.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
336,2008-05-20,6203.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
337,2008-05-21,6098.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
338,2008-05-22,5993.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
339,2008-05-23,5888.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
340,2008-05-26,5783.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
341,2008-05-30,5677.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
342,2008-06-02,5572.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
343,2008-06-03,5467.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
344,2008-06-04,5362.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
345,2008-06-05,5257.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
346,2008-06-06,5152.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
347,2008-06-09,5073.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
348,2008-06-10,4994.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
349,2008-06-11,4915.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
350,2008-06-12,4836.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
351,2008-06-13,4757.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
352,2008-06-16,4836.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
353,2008-06-17,4915.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
354,2008-06-18,4994.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
355,2008-06-19,4863.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
356,2008-06-20,4731.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
357,2008-06-23,4863.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
358,2008-06-24,4994.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
359,2008-06-25,5125.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
360,2008-06-26,5257.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
361,2008-06-27,5415.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
362,2008-06-30,5572.0,0.252,0.194,523.0,0.1,2248.0,0.355,0.213,1.3,0.3
363,2008-07-01,5730.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
364,2008-07-02,5888.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
365,2008-07-03,6045.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
366,2008-07-04,6203.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
367,2008-07-07,6045.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
368,2008-07-08,6045.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
369,2008-07-09,5888.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
370,2008-07-10,6045.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
371,2008-07-11,6203.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
372,2008-07-14,6308.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
373,2008-07-15,6466.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
374,2008-07-16,6308.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
375,2008-07-17,6151.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
376,2008-07-18,5993.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
377,2008-07-21,5835.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
378,2008-07-22,5677.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
379,2008-07-23,5520.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
380,2008-07-24,5362.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
381,2008-07-25,5204.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
382,2008-07-28,5309.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
383,2008-07-29,5467.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
384,2008-07-30,5625.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
385,2008-07-31,5730.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
386,2008-08-01,5572.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
387,2008-08-04,5415.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
388,2008-08-05,5257.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
389,2008-08-06,5415.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
390,2008-08-07,5520.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
391,2008-08-08,5467.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
392,2008-08-11,5625.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
393,2008-08-12,5520.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
394,2008-08-13,5520.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
395,2008-08-14,5677.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
396,2008-08-15,5835.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
397,2008-08-18,6100.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
398,2008-08-19,6047.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
399,2008-08-20,6100.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
400,2008-08-21,6206.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
401,2008-08-22,6047.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
402,2008-08-25,6259.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
403,2008-08-26,6259.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
404,2008-08-27,5994.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
405,2008-08-28,5888.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
406,2008-08-29,5623.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
407,2008-09-03,5888.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
408,2008-09-04,6153.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
409,2008-09-05,5941.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
410,2008-09-08,5676.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
411,2008-09-09,5729.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
412,2008-09-10,5782.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
413,2008-09-11,5517.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
414,2008-09-12,5411.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
415,2008-09-15,5517.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
416,2008-09-16,5252.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
417,2008-09-17,5039.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
418,2008-09-18,4801.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
419,2008-09-19,5039.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
420,2008-09-22,5278.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
421,2008-09-23,5411.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
422,2008-09-24,5146.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
423,2008-09-25,4933.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
424,2008-09-26,5172.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
425,2008-09-29,5039.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
426,2008-09-30,4801.0,0.276,0.223,595.0,0.0,2319.0,0.327,0.161,1.2,0.2
427,2008-10-01,5039.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
428,2008-10-02,5013.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
429,2008-10-03,4986.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
430,2008-10-06,4960.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
431,2008-10-07,4774.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
432,2008-10-08,4774.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
433,2008-10-09,4986.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
434,2008-10-10,4748.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
435,2008-10-13,4535.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
436,2008-10-14,4748.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
437,2008-10-15,4748.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
438,2008-10-16,4535.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
439,2008-10-17,4323.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
440,2008-10-20,4323.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
441,2008-10-21,4403.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
442,2008-10-22,4297.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
443,2008-10-23,4085.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
444,2008-10-24,3899.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
445,2008-10-27,3713.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
446,2008-10-28,3607.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
447,2008-10-29,3766.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
448,2008-10-30,3952.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
449,2008-10-31,4138.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
450,2008-11-03,4297.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
451,2008-11-04,4509.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
452,2008-11-05,4721.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
453,2008-11-06,4880.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
454,2008-11-07,4668.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
455,2008-11-10,4774.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
456,2008-11-11,4535.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
457,2008-11-12,4376.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
458,2008-11-13,4589.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
459,2008-11-14,4589.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
460,2008-11-17,4509.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
461,2008-11-18,4535.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
462,2008-11-19,4509.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
463,2008-11-20,4376.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
464,2008-11-21,4297.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
465,2008-11-24,4111.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
466,2008-11-25,4058.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
467,2008-11-26,3925.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
468,2008-11-27,3872.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
469,2008-11-28,4058.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
470,2008-12-01,3978.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
471,2008-12-02,3925.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
472,2008-12-03,3978.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
473,2008-12-04,4032.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
474,2008-12-05,3978.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
475,2008-12-08,3819.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
476,2008-12-09,4005.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
477,2008-12-10,3978.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
478,2008-12-11,4138.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
479,2008-12-12,4323.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
480,2008-12-15,4456.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
481,2008-12-16,4323.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
482,2008-12-17,4350.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
483,2008-12-18,4403.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
484,2008-12-19,4456.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
485,2008-12-22,4482.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
486,2008-12-23,4350.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
487,2008-12-24,4403.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
488,2008-12-25,4376.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
489,2008-12-26,4376.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
490,2008-12-29,4403.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
491,2008-12-30,4403.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
492,2008-12-31,4403.0,0.281,0.22,593.0,0.0,2135.0,0.293,0.091,1.3,0.3
493,2009-01-02,4482.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
494,2009-01-05,4456.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
495,2009-01-06,4509.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
496,2009-01-07,4589.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
497,2009-01-08,4562.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
498,2009-01-09,4509.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
499,2009-01-12,4456.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
500,2009-01-13,4456.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
501,2009-01-14,4509.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
502,2009-01-15,4403.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
503,2009-01-16,4482.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
504,2009-01-19,4482.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
505,2009-01-20,4482.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
506,2009-01-21,4403.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
507,2009-01-22,4350.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
508,2009-01-23,4350.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
509,2009-02-02,4350.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
510,2009-02-03,4164.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
511,2009-02-04,4164.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
512,2009-02-05,4111.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
513,2009-02-06,4297.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
514,2009-02-09,4297.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
515,2009-02-10,4191.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
516,2009-02-11,4191.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
517,2009-02-12,4191.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
518,2009-02-13,4164.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
519,2009-02-16,4191.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
520,2009-02-17,4058.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
521,2009-02-18,3978.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
522,2009-02-19,4032.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
523,2009-02-20,3952.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
524,2009-02-23,3899.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
525,2009-02-24,3872.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
526,2009-02-25,4058.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
527,2009-02-26,3899.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
528,2009-02-27,3952.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
529,2009-03-02,4032.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
530,2009-03-03,3925.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
531,2009-03-04,4032.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
532,2009-03-05,3952.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
533,2009-03-06,3952.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
534,2009-03-09,4005.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
535,2009-03-10,4032.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
536,2009-03-11,4005.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
537,2009-03-12,3952.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
538,2009-03-13,3952.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
539,2009-03-16,3978.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
540,2009-03-17,4058.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
541,2009-03-18,4217.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
542,2009-03-19,4111.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
543,2009-03-20,4058.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
544,2009-03-23,4032.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
545,2009-03-24,4217.0,0.289,0.234,678.0,0.0,2446.0,0.324,0.19,1.2,0.2
